ProductName,Sales,Inventory,Price,December_2018,January,February,March,April,May,June,July,August,September,October,November,December_2019,MeanValue,TransactionNo,SafetyStock,LeadTime,ROP,Rating,Bio,Restock
Large Cake Towel Chocolate Spots,937,952,6.19,7.421,10.529,48.0,3.0,1.0,7.25,2.0,1.0,2.0,1.167,5.0,6.3,9.385,8.004000000000001,9.0,9.0,1.17,18.36468,2.772666410484535,0,0
Swiss Roll Towel Chocolate Spots,901,916,6.19,8.913,8.7,24.5,7.8,1.0,6.0,3.5,1.4,0.0,1.0,18.667,8.25,15.462,8.091692307692307,8.0,9.0,1.86,24.05054769230769,4.402020936990008,0,0
Slate Tile Natural Hanging,1510,38,6.19,3.889,1.4,10.778,13.167,7.857,6.941,9.583,10.571,7.6,4.579,10.267,8.565,18.688,8.760384615384615,12.769,9.0,0.0,9.0,4.414940169938933,0,0
3 Hook Photo Shelf Antique White,1811,944,6.19,2.654,2.343,6.35,3.714,2.654,4.553,7.942,13.448,3.926,2.214,1.222,2.575,2.222,4.293615384615385,31.0,5.0,1.35,10.796380769230767,4.001359740343972,1,0
Buffalo Bill Treasure Book Box,1930,971,6.19,0.0,0.0,0.0,5.258,3.316,14.643,2.533,3.75,21.333,13.562,2.2,12.829,37.091,8.96269230769231,18.7,9.0,0.78,15.990900000000002,4.832967650600809,0,0
Forked Cactus Candle,100,249,6.19,2.167,1.5,1.0,0.0,4.0,4.0,0.0,1.0,1.0,4.571,0.0,3.143,1.0,1.7985384615384616,3.5,2.0,0.0,2.0,5.0,0,0
Paper Lantern 9 Point Snow Star,525,621,6.19,0.0,0.0,0.0,0.0,7.0,3.0,3.625,3.5,2.667,8.733,11.556,3.0,3.154,3.556538461538461,10.889,4.0,1.29,8.587934615384615,3.3815960694713163,0,0
Set/4 Badges Beetles,269,399,6.19,2.333,2.526,4.667,12.5,6.0,9.0,1.0,5.6,5.333,7.333,2.571,1.882,1.167,4.762461538461538,5.846,5.0,1.65,12.858061538461538,3.366015645800533,0,0
Retro Mod Tray,800,632,6.19,4.2,1.889,8.111,5.222,5.714,7.111,3.333,2.667,4.846,8.692,2.7,6.647,1.286,4.801384615384616,12.231,5.0,2.91,18.97202923076923,4.060707988223371,0,0
Set Of 3 Butterfly Cookie Cutters,5817,2,6.19,8.48,10.796,7.308,9.683,8.698,6.306,8.368,5.615,11.095,7.41,14.647,5.454,6.179,8.46453846153846,54.385,9.0,0.48,13.06297846153846,3.584770809292077,0,1
Lads Only Tissue Box,1650,17,6.19,11.857,11.5,1.0,6.0,6.5,15.2,1.0,14.222,8.25,9.062,10.81,8.891,17.333,9.35576923076923,12.077,10.0,1.65,25.43701923076923,2.558746797640137,0,1
"Charlie+Lola""Extremely Busy"" Sign",683,7,6.19,5.0,2.905,0.0,3.0,1.0,26.25,2.25,6.333,5.0,11.667,7.444,5.444,1.143,5.956615384615385,8.833,6.0,1.11,12.611843076923076,3.2034072636770485,0,1
Drawer Knob Ceramic Black,991,776,6.19,0.0,0.0,0.0,0.0,0.0,0.0,9.923,14.267,12.0,14.095,6.722,8.667,3.667,5.333923076923076,13.286,6.0,1.62,14.640955384615385,2.9676788529625595,0,0
Blue Stripe Ceramic Drawer Knob,5285,213,6.19,7.381,9.537,16.757,15.718,13.588,11.781,10.85,12.087,11.805,11.95,7.733,13.029,10.75,11.766615384615385,34.692,12.0,1.68,31.76791384615385,5.0,0,0
Drawer Knob Ceramic Red,720,50,6.19,0.0,0.0,0.0,0.0,0.0,0.0,6.5,13.0,6.143,13.176,5.733,10.533,1.0,4.314230769230769,10.714,5.0,1.53,11.600773076923076,5.0,0,0
Box Of 6 Mini Vintage Crackers,3811,931,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,19.05,11.515,10.476,9.129,5.61,5.390769230769231,65.167,6.0,1.23,12.630646153846154,3.104566542705413,0,0
Wall Art Animals And Nature,421,11,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,2.875,1.6057692307692308,17.0,2.0,2.79,6.480096153846154,4.746073513137112,0,0
Wall Art Horse & Pony,481,40,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.074,7.333,3.0,1.5697692307692308,21.333,2.0,0.3,2.4709307692307694,5.0,0,0
Wall Art Buffalo Bill,583,40,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.462,2.619,3.5,1.9677692307692307,18.333,2.0,1.44,4.833587692307692,2.707731213340137,0,0
Party Charms 50 Pieces,2253,48,7.24,0.0,0.0,0.0,0.0,0.0,0.0,24.529,32.394,20.2,6.133,7.227,6.355,2.714,7.657846153846155,20.0,8.0,2.31,25.689624615384616,4.360978947179,0,0
Tomato Charlie+Lola Coaster Set,512,489,7.24,19.75,5.636,48.0,9.0,1.5,5.75,12.75,1.667,2.0,5.4,1.0,4.682,1.625,9.135384615384616,6.769,10.0,1.26,21.510584615384616,5.0,1,0
Set Of 3 Black Flying Ducks,577,440,7.24,3.778,7.5,15.6,8.833,7.8,3.526,1.571,2.238,1.8,2.667,16.5,3.667,1.667,5.934384615384615,9.308,6.0,1.59,15.435671538461538,4.877146866357631,0,0
Cosy Hour Cigar Box Matches,1378,14,6.19,7.294,0.0,9.0,3.143,1.667,7.2,7.8,1.429,1.333,14.375,13.286,9.731,8.714,6.536307692307692,13.25,7.0,2.49,23.275406153846152,3.9546994586674695,0,1
Giant 50'S Christmas Cracker,2668,529,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.615,12.692,13.378,7.443,5.734,6.698,4.427692307692308,57.667,5.0,2.58,16.423446153846154,3.639813474781791,0,0
Wrap Billboard Fonts Design,3782,24,6.19,17.0,25.0,135.0,25.0,23.273,27.778,42.857,29.545,25.0,33.333,25.0,25.0,25.0,35.29123076923077,7.615,36.0,2.46,122.8164276923077,2.177538415279105,0,1
Pink Honeycomb Paper Fan,499,307,6.19,9.0,2.25,8.667,1.8,2.0,1.0,16.857,9.75,9.0,7.167,10.4,7.571,7.0,7.112461538461539,5.385,8.0,0.75,13.334346153846155,4.670473656116732,1,0
Pastel Colour Honeycomb Fan,945,174,6.19,1.5,4.909,21.25,8.714,1.5,2.4,20.1,11.333,13.714,10.5,16.0,14.444,7.6,10.304923076923076,6.846,11.0,2.07,32.331190769230766,5.0,0,0
Retro Plastic Daisy Tray,300,438,6.19,5.75,1.143,9.2,3.909,10.333,2.333,3.8,8.5,7.667,6.333,1.0,5.5,4.75,5.401384615384615,4.923,6.0,2.64,20.259655384615375,3.3864562456020795,1,0
Wall Art I Love London,111,202,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,2.522,1.0,0.6709230769230768,11.333,1.0,1.95,2.3083,2.264415320482939,1,0
Giraffe Wooden Ruler,3895,38,6.19,0.0,0.0,22.75,10.658,7.611,15.625,12.538,7.312,79.765,12.281,19.189,9.972,5.062,15.597153846153848,26.091,16.0,1.86,45.01070615384616,3.535775818646776,1,1
Bundle Of 3 School Exercise Books,1702,1040,6.19,0.0,0.0,0.0,0.0,0.0,9.722,12.933,6.429,9.056,7.25,8.606,4.622,6.5,5.009076923076923,25.625,6.0,2.25,17.270423076923077,5.0,1,0
Toast Its - I Love You,794,44,6.19,8.174,7.379,6.0,3.0,0.0,1.5,3.0,1.0,18.0,1.667,1.8,2.429,1.0,4.226846153846154,10.583,5.0,1.44,11.08665846153846,3.7714999951779142,1,0
Home Sweet Home Blackboard,1011,32,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.444,7.055,4.574,12.4,2.1133076923076923,45.75,3.0,0.3,3.633992307692308,3.379531907086912,0,0
Cockle Shell Dish,340,49,6.19,1.25,1.667,3.667,3.3,1.0,3.0,5.0,3.286,3.0,7.8,2.0,3.143,15.889,4.154,5.308,5.0,0.84,8.48936,4.219154915057859,0,0
Small Heart Flowers Hook,1786,3,6.19,11.636,8.667,13.267,11.263,12.273,7.85,16.167,9.118,7.667,9.118,7.1,7.154,12.429,10.28530769230769,13.538,11.0,2.7,38.77033076923076,4.429700747167855,0,1
Mint Kitchen Scales,863,666,6.19,1.879,1.903,2.389,1.0,1.0,3.312,2.558,1.967,2.541,3.3,2.065,2.188,1.714,2.139692307692308,29.154,3.0,0.42,3.8986707692307694,2.8116098592283056,0,0
Red Kitchen Scales,1645,445,6.19,2.819,1.759,2.147,3.771,1.2,5.6,4.1,3.167,2.959,3.643,2.526,2.569,2.25,2.9623076923076925,44.385,3.0,2.49,10.376146153846154,3.9827163030631767,1,0
Woodland Party Bag + Sticker Set,1840,19,6.19,6.267,18.789,22.6,9.222,6.0,4.0,7.263,5.154,12.889,10.25,11.727,8.111,2.5,9.597846153846156,14.231,10.0,2.52,34.18657230769232,3.7027323860776615,0,1
Hand Warmer Babushka Design,4970,26,6.19,21.306,14.574,3.6,3.0,4.667,1.667,2.5,1.5,8.333,4.304,5.143,5.2,4.714,6.192923076923078,29.692,7.0,0.48,9.972603076923075,3.5590956507519174,1,0
Memo Board Cottage Design,1461,971,6.19,2.438,10.444,5.5,7.955,4.0,6.25,3.778,4.684,2.389,4.083,2.558,3.825,1.6,4.57723076923077,24.769,5.0,3.0,18.73169230769231,3.182963330608552,1,0
Hanging Mini Coloured Bottles,3443,40,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.696,29.778,64.727,16.636,88.0,19.67976923076923,15.4,20.0,2.67,72.54498384615385,5.0,0,1
Blue Refectory Clock,174,47,6.19,0.0,0.0,0.0,0.0,0.0,0.0,1.333,1.882,1.75,2.4,3.0,2.111,1.5,1.075076923076923,11.857,2.0,1.95,4.0964,3.5556130712019725,0,0
Sweetheart Wire Magazine Rack,326,804,6.19,1.765,2.462,1.944,1.81,2.364,1.65,1.737,2.0,1.667,1.5,1.273,1.5,1.333,1.7696153846153846,14.308,2.0,3.0,7.3088461538461535,2.2050547141867147,0,0
Toilet Sign Occupied Or Vacant,3777,28,6.19,0.0,0.0,0.0,12.339,10.061,7.534,8.19,6.75,10.537,8.5,5.585,6.13,3.786,6.108615384615384,45.2,7.0,2.22,20.561126153846157,4.464297821975434,0,0
Love Building Block Word,2034,22,6.19,2.75,3.7,3.407,3.1,2.692,3.123,3.635,2.189,2.638,3.107,2.732,3.529,2.429,3.0023846153846145,50.462,4.0,2.4,11.205723076923077,4.925199472673184,0,0
Assorted Circular Mobile,698,28,6.19,3.5,2.0,240.0,2.667,13.0,7.0,7.333,3.167,48.0,4.2,0.0,12.333,1.333,26.502538461538467,3.167,27.0,0.54,41.31137076923078,3.4039839347841228,1,1
Set Of 4 Knick Knack Tins London,1862,36,6.19,0.0,0.0,0.0,0.0,0.0,0.0,8.048,6.426,6.238,7.702,4.175,5.182,8.1,3.528538461538462,41.857,4.0,1.53,9.398663846153848,3.640337310216034,0,0
Set Of 4 Knick Knack Tins Leaf,1054,746,6.19,0.0,0.0,0.0,0.0,0.0,0.0,5.326,5.812,7.952,5.281,3.913,7.591,3.917,3.060923076923077,26.857,4.0,0.99,7.030313846153846,3.550946279571628,0,0
Set/10 Blue Polkadot Party Candles,4015,42,6.19,8.1,22.368,23.95,12.762,14.1,7.4,19.633,12.609,32.3,14.438,14.227,12.632,8.75,15.63607692307692,19.154,16.0,1.95,46.49034999999999,3.8533466385698896,0,1
Set/10 Pink Polkadot Party Candles,5331,3,6.19,24.65,8.966,18.862,11.235,12.519,8.308,21.5,13.179,26.111,15.211,13.485,10.821,15.429,15.405846153846154,27.538,16.0,2.88,60.36883692307692,5.0,0,1
Set/10 Red Polkadot Party Candles,6682,206,6.19,21.36,21.364,14.441,11.658,10.381,9.077,38.108,16.053,15.714,17.25,20.944,10.375,10.9,16.740384615384617,30.154,17.0,2.49,58.683557692307694,4.085940827627644,0,0
Childrens Cutlery Circus Parade,1015,29,7.24,0.0,0.0,0.0,0.0,3.455,6.032,9.0,2.737,8.421,7.941,5.917,7.125,4.857,4.268076923076924,18.0,5.0,0.87,8.713226923076924,5.0,0,0
Set 12 Kids Colour Chalk Sticks,7200,497,7.24,7.289,27.059,21.929,48.423,14.412,20.297,45.148,28.867,22.16,15.077,10.765,6.746,4.318,20.960769230769227,28.923,21.0,1.41,50.55468461538461,3.2311683684532477,0,0
Candle Holder Silver Madeline,196,926,6.19,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,12.0,5.667,10.8,7.0,8.333,5.676923076923076,2.857,6.0,1.35,13.663846153846151,3.816309580419016,0,0
Wrap Alphabet Poster,1855,408,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.571,39.286,28.846,27.083,25.0,25.0,12.983538461538462,10.667,13.0,2.55,46.10802307692308,5.0,0,0
Wrap Circus Parade,2952,318,6.19,25.0,25.0,37.5,26.786,22.7,25.0,25.0,42.5,25.0,25.0,31.25,25.0,33.333,28.389923076923075,8.154,29.0,2.25,92.87732692307692,3.3943946015737407,1,0
Fancy Fonts Birthday Wrap,8600,20,6.19,25.0,27.5,25.0,29.688,38.095,25.0,27.083,26.136,70.455,29.762,56.25,32.5,42.5,34.997615384615386,17.846,35.0,0.4499999999999999,50.74892692307692,5.0,0,1
Wrap Red Apples,5278,30,6.19,25.0,25.0,25.0,29.167,25.0,39.286,43.0,26.25,30.357,30.357,30.556,25.0,25.0,29.15176923076924,13.615,30.0,2.64,106.96067076923076,3.571615909004862,0,1
Embroidered Ribbon Reel Daisy,579,543,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,13.333,3.536,4.75,2.132230769230769,18.0,3.0,2.01,7.285783846153845,3.878337484941581,0,0
Ribbon Reel Flora + Fauna,654,24,6.19,1.526,3.4,3.545,5.5,7.75,4.7,7.429,4.429,4.7,6.3,6.056,4.059,5.833,5.017461538461538,10.846,6.0,0.06,6.301047692307693,5.0,0,0
Ribbon Reel Polkadots,1221,35,6.19,4.619,12.833,1.0,0.0,0.0,0.0,0.0,1.0,13.667,5.522,8.455,5.488,8.429,4.693307692307692,17.889,5.0,1.02,9.787173846153843,3.764181022833769,0,0
Pack Of 20 Napkins Red Apples,4385,14,6.19,6.053,22.343,15.519,13.595,9.484,11.714,12.7,5.024,11.24,11.76,7.846,4.774,14.2,11.250153846153845,29.923,12.0,0.06,12.67500923076923,4.345345802750635,0,0
Jingle Bell Heart Antique Silver,3567,633,6.19,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.375,113.625,10.703,10.961,16.479,10.688,14.06392307692308,31.0,15.0,2.34,47.909580000000005,4.816436422521736,0,0
Vintage Bells Garland,913,1063,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,4.962,6.64,1.3924615384615384,55.0,2.0,0.48,2.6683815384615386,4.426508649672011,0,0
75 Green Petit Four Cases,375,28,7.24,6.0,1.5,1.2,9.667,7.375,5.0,1.25,1.5,6.2,5.375,4.833,11.6,5.167,5.128230769230769,5.692,6.0,2.4,18.307753846153844,4.455053348889577,0,0
12 Message Cards With Envelopes,1741,933,7.24,6.625,4.632,12.1,7.625,7.167,9.667,4.455,4.087,7.412,8.462,4.633,6.051,8.625,7.041615384615384,20.385,8.0,1.05,15.393696153846154,4.143460256018266,0,0
Christmas Tree Star Decoration,2390,226,7.24,15.73,6.536,2.0,0.0,5.333,3.0,3.0,1.625,9.083,13.429,14.282,17.2,3.0,7.247538461538462,16.667,8.0,0.99,15.175063076923076,2.8977607909836776,0,0
Christmas Hanging Tree With Bell,1966,29,7.24,7.947,1.0,0.0,0.0,0.0,0.0,1.0,18.333,17.333,23.857,26.485,4.448,8.25,8.357923076923075,13.667,9.0,2.73,31.817129999999995,4.548289330099759,0,1
12 Pencils Small Tube Skull,6983,950,7.24,7.562,14.68,12.706,28.875,23.0,15.314,24.545,14.48,83.941,12.607,15.033,30.538,4.0,22.09853846153846,28.462,23.0,1.47,55.484851538461534,3.467531542988346,0,0
Tablecloth Red Apples Design,305,1092,7.24,2.0,2.545,2.105,2.308,2.533,3.25,3.545,2.0,4.8,1.667,1.8,1.571,2.0,2.471076923076924,9.462,3.0,1.59,6.929012307692309,4.975767217403177,1,0
Cinammon & Orange Wreath,104,5,7.24,4.75,3.5,0.0,0.0,0.0,0.0,0.0,16.0,2.5,2.333,1.8,1.833,1.4,2.6243076923076925,4.75,3.0,1.7999999999999998,7.723753846153846,5.0,0,1
20 Dolly Pegs Retrospot,2479,1,7.24,15.107,5.095,8.533,7.24,56.538,0.0,4.0,4.812,10.15,7.353,9.13,3.909,4.857,10.517230769230768,19.75,11.0,0.78,19.20344,2.3944427385829847,0,1
Tea Time Teapot In Gift Box,381,21,7.24,1.5,3.0,2.5,4.7,4.5,1.429,7.0,1.0,2.889,2.933,3.267,5.062,1.875,3.2042307692307688,8.923,4.0,1.68,9.383107692307693,5.0,0,0
Set Of 6 Ribbons Perfectly Pretty,253,765,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.615,6.844,0.7276153846153846,22.5,1.0,2.31,2.6807915384615386,3.7889422081329567,1,0
Lunch Bag Red Vintage Doily,1577,897,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.67,12.2,1.836153846153846,67.0,2.0,1.7999999999999998,5.305076923076923,4.069050777815527,0,0
Red Flock Love Heart Photo Frame,1091,378,7.24,4.0,4.0,8.5,24.0,0.0,3.0,1.0,31.8,24.0,24.125,15.667,10.3,72.0,17.107076923076924,7.083,18.0,2.1,53.92486153846154,3.2876125474876106,0,0
Black Tea Towel Classic Design,827,570,7.24,8.8,6.88,18.0,3.333,5.0,12.5,7.429,4.267,6.667,5.5,3.625,4.0,9.4,7.338538461538462,10.077,8.0,2.79,28.47452230769231,4.388467729066277,0,0
Embossed Glass Tealight Holder,2559,155,7.24,8.312,8.111,9.714,7.667,23.0,14.364,18.381,9.579,10.571,13.188,8.571,11.088,7.444,11.537692307692309,16.846,12.0,1.7999999999999998,32.76784615384615,4.266814883177406,0,0
Grey Heart Hot Water Bottle,3231,40,7.24,5.87,5.324,3.92,1.667,7.8,5.286,5.429,6.3,5.692,6.187,7.128,4.769,3.432,5.2926153846153845,45.769,6.0,1.5,13.938923076923077,5.0,0,0
Small Medina Stamped Metal Bowl,783,40,6.19,12.429,12.0,181.0,2.0,2.0,12.0,16.333,12.0,28.75,3.4,6.4,4.545,6.5,23.027461538461537,3.692,24.0,2.25,75.81178846153846,3.4586067233697437,0,1
Magnets Pack Of 4 Swallows,2582,48,6.19,8.19,12.5,7.5,5.19,12.917,12.0,6.3,12.966,13.95,11.686,10.647,8.545,12.462,10.37330769230769,19.846,11.0,0.72,18.46878153846154,5.0,0,0
Zinc T-Light Holder Star Large,2084,23,6.19,0.0,0.0,0.0,0.0,13.75,12.429,9.25,8.533,14.913,14.375,12.903,10.591,14.333,8.544384615384615,19.111,9.0,1.47,21.560245384615385,4.86471408630889,1,0
Doormat Red Retrospot,4093,563,6.19,5.437,4.205,3.558,3.559,2.702,8.742,16.0,12.019,3.755,4.422,3.8,5.261,4.3,5.981538461538461,54.385,6.0,1.05,12.280615384615384,4.290968976775409,0,0
Childrens Cutlery Spaceboy,2115,454,6.19,0.0,0.0,0.0,0.0,3.042,4.95,8.761,5.459,6.333,5.681,4.863,6.273,5.261,3.894076923076923,42.444,4.0,1.47,9.724293076923075,4.0192156361045095,0,0
Pack Of 20 Spaceboy Napkins,1538,461,6.19,2.143,18.765,33.143,20.538,4.7,12.538,8.923,3.778,6.0,8.25,5.643,3.6,7.0,10.386230769230773,11.385,11.0,1.83,30.00680230769231,3.8934305528661497,0,0
Childrens Cutlery Dolly Girl,1710,2,6.19,0.0,0.0,0.0,0.0,3.235,6.569,9.091,3.895,6.464,4.522,3.718,6.46,2.692,3.5881538461538462,35.0,4.0,1.17,8.198139999999999,3.958656225593496,0,1
Vintage Cream 3 Basket Cake Stand,410,43,20.45,1.769,4.583,2.091,4.526,2.0,4.091,1.857,1.417,3.875,1.7,1.684,2.071,2.167,2.6023846153846155,12.0,3.0,2.04,8.308864615384616,4.3684019569354735,0,0
Vintage Zinc Watering Can,13,39,20.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.5,0.3461538461538461,2.667,1.0,0.6599999999999999,1.2284615384615385,3.991000039306268,1,0
Doormat Hearts,3421,213,6.19,3.947,2.774,2.5,2.789,2.846,4.05,14.14,16.757,3.22,17.077,3.214,3.887,2.0,6.092384615384615,46.077,7.0,1.47,15.955805384615385,3.559470543492513,0,0
Doormat Fairy Cake,3617,209,6.19,2.033,28.962,2.378,3.75,46.0,4.333,22.958,3.267,4.238,25.917,3.154,5.148,2.167,11.869615384615384,28.538,12.0,2.4,40.48707692307693,4.374459294836703,1,0
Doormat Vintage Leaf,994,696,6.19,0.0,0.0,0.0,0.0,2.0,6.438,2.722,4.714,1.0,13.385,3.2,2.467,2.35,2.9443076923076927,26.111,3.0,1.02,6.003193846153847,3.3637118812746127,0,0
Doormat Topiary,904,13,7.24,3.727,2.818,3.45,2.7,2.429,3.667,3.188,2.154,2.857,30.25,1.875,2.143,3.143,4.953923076923076,16.154,5.0,3.0,19.86176923076923,4.522466901001748,0,1
Doormat Home Sweet Home Blue,1623,375,7.24,2.059,2.4,3.231,2.769,2.95,6.962,22.12,4.318,2.783,10.8,2.655,2.5,3.111,5.281384615384615,22.538,6.0,2.31,18.199998461538463,3.976932964519259,1,0
Ceramic Plate Strawberry Design,584,774,7.24,13.333,6.667,6.625,8.4,2.5,4.0,9.25,22.667,3.0,4.0,25.333,6.7,14.0,9.728846153846154,5.0,10.0,0.27,12.626788461538462,4.896730909231844,0,0
Mini Cake Stand Hanging Strawbery,1382,17,6.19,15.0,4.526,3.304,10.261,4.391,3.919,4.476,2.292,3.833,18.714,3.444,5.857,11.739,7.058153846153845,18.0,8.0,1.92,21.55165538461538,5.0,0,1
Jumbo Bag Spaceboy Design,8684,3,7.24,7.0,15.951,10.044,24.897,12.108,10.415,9.688,8.943,17.413,13.649,8.103,9.747,16.0,12.612153846153843,54.0,13.0,2.58,45.53935692307692,5.0,0,1
Vintage Doily Jumbo Bag Red,4815,1011,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.242,11.349,51.732,6.2556153846153855,89.667,7.0,1.2,14.50673846153846,4.518105056052626,0,0
House Shape Pencil Sharpener,3048,608,6.19,6.5,7.0,10.2,6.5,60.0,0.0,29.5,27.412,97.5,36.929,44.727,12.045,11.667,26.921538461538457,8.417,27.0,0.15,31.03823076923077,4.634831220766845,0,0
Kitty Pencil Erasers,1438,6,6.19,4.833,13.556,4.75,12.625,19.6,19.7,3.5,19.25,9.0,11.875,7.833,8.387,4.6,10.731461538461538,10.462,11.0,0.27,13.897494615384616,3.877248973881565,0,1
Party Time Pencil Erasers,1398,277,6.19,6.143,14.5,9.0,11.875,16.364,23.0,4.0,23.222,18.25,12.714,6.188,6.357,4.692,12.02346153846154,10.462,13.0,1.59,32.117303846153845,4.877639688483348,0,0
Origami Rose Incense/Candle Set,463,173,6.19,1.857,1.75,1.0,2.667,1.0,1.0,1.0,2.667,5.273,5.375,9.556,6.917,3.571,3.356384615384615,7.615,4.0,0.24,4.805532307692308,4.990501360661724,0,0
Origami Sandlewood Incense/Cand Set,448,1043,6.19,5.25,1.5,1.0,1.4,1.0,1.0,1.0,4.833,6.75,11.333,4.8,7.043,4.083,3.922461538461538,7.231,4.0,1.7999999999999998,11.060430769230768,2.632670846475472,0,0
Dragons Blood Incense,423,570,6.19,13.0,18.667,15.0,9.0,1.0,0.0,12.75,9.0,11.6,10.6,7.0,9.5,13.5,10.047461538461535,3.25,11.0,1.53,26.37261615384615,4.578347195607264,1,0
White Tall Porcelain T-Light Holder,699,13,6.19,4.929,17.25,4.0,7.25,7.0,59.8,6.5,2.25,11.0,97.0,3.75,3.0,1.0,17.286846153846152,5.769,18.0,1.2,38.74421538461539,5.0,0,1
Red Retrospot Childrens Umbrella,1245,502,6.19,3.767,5.2,3.714,8.923,3.7,3.7,3.167,4.0,9.154,5.688,5.074,3.647,12.111,5.526538461538461,19.077,6.0,0.51,8.818534615384616,3.843709705395216,0,0
Abstract Circles Sketchbook,144,806,6.19,1.444,3.667,1.571,1.333,2.0,2.333,2.6,2.5,3.0,2.2,1.444,1.444,1.4,2.072,6.0,3.0,1.92,6.97824,3.625453023866121,1,0
French Paisley Cushion Cover,745,32,6.19,3.0,1.0,0.0,6.0,12.0,8.692,6.706,4.667,4.0,7.55,6.571,5.36,4.714,5.404615384615385,10.25,6.0,1.38,13.458369230769229,3.780136538913681,0,0
Blue Rose Fabric Mirror,598,608,6.19,3.333,12.806,0.0,1.5,5.667,2.5,6.5,4.0,3.0,14.625,7.0,3.214,1.375,5.04,7.667,6.0,0.03,6.1512,2.695124007170873,1,0
Rose Du Sud Washbag,74,408,6.19,1.375,1.667,1.4,1.4,1.0,1.0,1.5,1.333,2.5,2.0,1.0,1.5,1.0,1.4365384615384615,3.923,2.0,1.5,4.154807692307692,4.325983954448911,0,0
Set/20 Red Retrospot Paper Napkins,13212,939,6.19,13.839,11.614,18.108,17.642,14.5,12.98,12.51,8.16,13.382,13.247,9.802,10.512,12.316,12.970153846153847,78.077,13.0,0.0,13.0,4.229965440097252,0,0
Set/6 Red Spotty Paper Plates,8758,165,6.19,22.423,20.375,17.462,21.586,7.953,16.774,18.722,14.075,15.488,19.8,13.135,9.886,12.4,16.15992307692308,40.923,17.0,1.35,38.81589615384616,4.397026832877301,0,0
Set/6 Fruit Salad Paper Plates,1259,25,6.19,0.0,9.667,0.0,7.286,26.312,20.176,3.8,8.167,8.5,5.222,1.333,8.667,2.0,7.779230769230769,9.545,8.0,1.74,21.53586153846154,4.615976621217802,0,0
Retrospot Childrens Apron,3171,709,6.19,8.879,12.267,7.806,9.032,6.4,6.778,8.059,4.318,10.071,8.361,10.212,9.81,7.588,8.429307692307692,28.385,9.0,1.7999999999999998,24.17275384615385,3.402006597818524,0,0
Party Invites Woodland,1157,1062,6.19,4.5,9.75,40.778,5.222,5.8,6.2,3.909,5.722,14.0,9.857,6.167,3.364,1.25,8.963000000000001,9.846,9.0,1.59,23.25117,4.473199199022044,1,0
White Sage Incense,1432,914,6.19,13.167,19.25,12.6,25.25,9.0,2.667,24.667,25.0,14.5,33.0,18.2,26.1,60.25,21.81930769230769,5.231,22.0,2.91,85.49418538461538,4.64319865991573,1,0
White Honeycomb Paper Garland,355,810,7.24,3.143,6.0,12.0,6.0,6.5,3.4,4.0,5.25,1.667,1.667,6.0,6.176,5.75,5.196384615384615,5.615,6.0,0.3299999999999999,7.714806923076923,3.711608269182968,1,0
Ivory Paper Cup Cake Cases,1089,286,7.24,13.75,4.0,8.727,11.267,3.357,4.625,10.6,9.111,11.818,8.6,16.125,4.125,1.0,8.238846153846152,9.846,9.0,0.57,13.696142307692304,4.620117998251973,0,0
Set/4 Badges Balloon Girl,448,524,7.24,4.545,4.12,5.2,10.0,2.0,4.333,4.667,15.0,4.333,11.0,5.5,4.286,1.0,5.844923076923077,6.923,6.0,2.76,22.131987692307693,4.280706626386742,0,0
Set/4 Badges Cute Creatures,261,113,7.24,5.625,2.444,9.25,10.0,5.667,5.0,10.0,6.0,4.333,20.0,1.0,3.667,1.0,6.460461538461538,4.154,7.0,0.63,11.07009076923077,3.56881023055662,0,0
Sweetheart Ceramic Trinket Box,6063,7,7.24,11.141,16.689,9.773,8.462,14.03,13.689,9.853,6.8,13.483,10.489,11.98,10.472,10.867,11.363692307692306,41.769,12.0,0.39,16.43184,4.482788696483677,0,1
