ProductName,Sales,Inventory,Price,December_2018,January,February,March,April,May,June,July,August,September,October,November,December_2019,QuantityPerYear,TransactionNo,RestockPoint,Rating,Bio
4 Lavender Botanical Dinner Candles,892,532,7.24,9.857,8.647,1.0,1.0,12.0,2.667,1.8,1.5,6.0,2.5,5.478,7.629,2.4,4.805999999999999,10.692,7.0,5.0,0
4 Pear Botanical Dinner Candles,822,294,7.24,4.333,7.267,3.5,3.0,0.0,2.0,3.0,1.333,3.0,1.0,6.81,6.26,3.867,3.4899999999999998,11.833,6.0,5.0,1
Set Of 4 Rose Botanical Candles,897,1483,7.24,6.6,5.174,1.0,4.4,0.0,3.0,4.2,4.111,3.667,1.0,3.929,5.947,6.037,3.7742307692307695,14.333,6.0,5.0,0
Assorted Tutti Frutti Pen,2472,980,7.24,2.25,24.0,5.0,15.0,0.0,30.0,1.5,43.765,42.0,30.0,37.056,15.094,15.167,20.063999999999997,9.167,27.0,5.0,0
Assorted Tutti Frutti Small Purse,737,700,7.24,11.333,0.0,24.0,12.5,3.0,8.5,9.667,1.5,7.4,10.111,19.444,7.75,1.5,8.977307692307694,5.75,11.0,5.0,1
Assorted Tutti Frutti Bracelet,2550,255,7.24,16.4,14.391,0.0,8.75,0.0,68.0,8.667,18.294,35.071,17.615,30.3,11.697,9.4,18.352692307692312,12.727,19.0,4.553973518910792,0
Butterflies Stickers,634,1220,6.19,5.231,4.56,7.75,7.333,4.857,9.625,9.0,1.0,0.0,7.25,8.2,4.0,3.6,5.569692307692307,9.333,6.0,5.0,0
Hearts Stickers,835,363,6.19,6.25,5.643,9.0,9.167,9.6,6.0,9.0,5.4,9.0,6.3,11.714,7.0,2.4,7.421076923076924,9.231,8.0,4.498329012422521,0
Paisley Pattern Stickers,125,1126,6.19,2.667,1.444,0.0,1.0,6.0,9.0,6.0,6.0,3.5,6.5,3.5,6.2,2.0,4.139307692307693,2.667,5.0,2.846011384477066,0
Woodland Stickers,868,1252,6.19,9.727,12.167,9.333,4.5,5.857,14.0,3.286,6.5,7.667,23.1,8.333,4.478,4.556,8.731076923076923,7.923,9.0,2.3059262539831247,0
Bag 125g Swirly Marbles,9390,688,6.19,20.105,12.5,25.385,27.714,50.565,23.5,31.8,56.583,33.533,70.609,15.939,26.734,7.1,30.92823076923077,23.385,32.0,1.9572566815134176,0
Bag 250g Swirly Marbles,5144,1098,6.19,16.0,15.875,54.833,39.0,65.3,30.133,13.167,37.333,22.0,18.545,19.621,10.629,4.625,26.697,19.385,21.0,5.0,0
Boys Vintage Tin Seaside Bucket,1441,820,6.19,4.2,21.125,4.846,7.1,5.846,7.146,5.184,3.941,6.444,4.667,2.125,5.05,1.125,6.061461538461539,19.0,6.0,5.0,0
Red Metal Beach Spade,1494,884,6.19,3.0,11.778,6.545,4.375,10.303,8.326,5.129,4.037,7.8,3.75,3.429,2.667,2.857,5.692000000000001,17.846,7.0,5.0,0
Panda And Bunnies Sticker Sheet,408,780,6.19,3.833,4.857,4.333,7.429,4.0,8.0,4.0,3.9,6.0,5.0,4.25,7.154,1.0,4.904307692307692,6.231,6.0,4.082232972132511,0
Red Toadstool Led Night Light,14021,1066,6.19,28.484,12.887,19.745,7.757,8.642,17.841,17.31,9.304,42.483,17.688,11.869,12.638,10.822,16.728461538461538,67.231,16.0,3.71921602257912,0
Cosy Slipper Shoes Small Green,256,1363,6.19,3.0,0.0,1.667,6.0,0.0,0.0,1.0,4.333,3.714,2.158,1.913,1.842,2.556,2.167923076923077,11.3,3.0,5.0,0
Decorative Cats Bathroom Bottle,1095,674,6.19,5.909,12.0,1.0,3.667,7.273,2.167,1.5,3.4,1.6,8.438,7.75,2.458,1.375,4.5028461538461535,14.462,6.0,3.277753521348211,0
Polkadot Rain Hat,2084,380,6.19,14.714,10.737,1.6,8.692,5.909,10.75,9.25,4.333,13.235,16.824,4.0,4.417,6.833,8.561076923076923,18.154,9.0,3.787010636233943,0
Rain Poncho Retrospot,8878,338,6.19,8.158,24.917,1.4,20.333,14.0,12.706,26.846,10.654,32.63,74.424,55.609,43.184,113.545,33.72353846153846,19.385,40.0,4.103584702187898,1
Vintage Snap Cards,14528,824,6.19,14.104,14.1,11.818,13.017,21.184,14.386,16.723,15.919,11.537,23.308,13.707,15.222,11.517,15.118615384615383,72.615,16.0,4.600250717370501,0
Vintage Heads And Tails Card Game,7890,1157,6.19,18.169,15.192,11.92,10.306,11.667,15.917,10.758,5.806,25.136,12.907,10.462,10.779,10.077,13.007384615384613,47.462,13.0,5.0,0
Christmas Garland Stars Trees,181,1360,6.19,8.333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.75,4.062,2.0,1.7803846153846155,7.0,4.0,4.983827980928271,0
Christmas Hanging Star With Bell,5945,515,6.19,5.85,2.333,0.0,0.0,0.0,6.5,0.0,48.0,2.0,20.625,22.545,26.55,18.333,11.748923076923075,30.0,24.0,5.0,0
Garland With Hearts And Bells,394,706,6.19,4.167,4.5,2.0,2.5,1.5,1.0,3.5,1.0,3.5,3.909,5.091,4.312,2.333,3.024,8.0,4.0,5.0,0
Garland With Stars And Bells,549,460,6.19,2.368,0.0,1.0,0.0,0.0,10.667,0.0,1.0,8.0,3.636,5.667,4.698,7.5,3.425846153846154,12.778,6.0,3.55339001108896,0
Glitter Christmas Tree With Bells,740,575,6.19,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.571,5.333,7.683,6.75,2.372076923076923,21.6,8.0,2.760435965091645,0
Eight Piece Snake Set,333,1903,6.19,1.333,4.5,8.333,7.4,1.5,6.5,2.667,5.25,1.0,1.6,4.333,3.583,2.75,3.903769230769231,6.692,5.0,2.4139900009634547,0
Chocolate Calculator,985,1103,6.19,5.294,3.111,8.333,4.5,7.8,4.444,6.667,6.167,4.231,4.278,5.923,4.22,1.182,5.088461538461539,15.846,5.0,3.102996769361395,0
Camouflage Led Torch,2726,123,6.04,15.0,4.333,16.833,17.455,21.0,16.5,26.909,5.667,38.4,23.65,21.056,9.0,6.538,17.103153846153848,13.154,17.0,5.0,0
Pottering Mug,3796,1919,6.19,14.451,15.5,8.0,33.688,11.773,6.762,3.652,4.786,6.818,29.44,4.919,5.039,4.571,11.492230769230769,26.538,11.0,2.788395685528835,0
Hearts Gift Tape,1178,1784,6.19,22.706,13.652,7.0,2.0,12.0,1.0,8.5,3.75,3.0,12.0,5.0,2.333,5.0,7.533923076923077,7.385,11.0,5.0,0
Wooden Box Of Dominoes,6403,870,6.19,9.552,12.35,3.815,17.962,8.038,17.56,6.176,8.182,10.581,15.138,10.7,9.748,8.556,10.64292307692308,46.692,11.0,3.0618448282171444,0
S/6 Wooden Skittles In Cotton Bag,1154,1535,6.19,2.05,3.083,5.167,3.667,7.5,3.75,16.0,10.429,2.25,4.0,3.621,3.85,3.0,5.259,18.692,6.0,4.840622322378507,1
Traditional Wooden Catch Cup Game,3196,1784,6.19,4.885,3.773,8.231,8.273,8.818,16.217,8.739,8.486,7.316,5.476,7.509,7.0,11.105,8.140615384615385,32.615,8.0,5.0,0
Key Fob Shed,3235,1724,6.19,7.474,9.682,11.385,6.913,9.633,30.844,4.256,9.742,6.769,7.118,4.333,2.932,5.533,8.970307692307692,29.231,9.0,2.762000976129284,1
Key Fob Back Door,1833,935,6.19,5.435,6.846,10.0,6.739,9.52,7.231,4.857,7.038,5.111,6.704,3.533,2.766,4.333,6.162538461538461,24.615,6.0,4.448393632178035,0
Key Fob Front Door,1976,1231,6.19,7.167,10.143,12.25,6.444,10.538,38.222,4.727,5.824,8.938,8.611,4.136,4.026,4.875,9.684692307692309,16.769,10.0,2.818236987228152,0
More Butter Metal Sign,761,399,6.19,3.0,2.0,3.2,1.733,2.143,1.818,3.25,6.083,8.867,5.929,3.722,4.4,24.667,5.4470769230769225,12.385,5.0,4.091160442036048,0
Pharmacie First Aid Tin,581,147,6.19,2.08,9.5,1.545,3.091,1.917,2.0,1.688,4.643,1.692,6.316,1.467,1.8,1.167,2.992769230769231,13.846,4.0,4.503831698733309,0
Blue Harmonica In Box,7879,635,6.19,11.263,20.286,9.647,21.667,13.471,21.032,12.923,16.222,19.32,12.615,10.093,10.947,8.241,14.440538461538459,47.308,14.0,5.0,0
Set 12 Retro White Chalk Sticks,4600,1426,6.19,5.679,10.529,14.76,33.129,7.5,20.1,12.682,11.414,9.933,17.455,13.321,4.125,3.917,12.657230769230768,28.231,14.0,3.504830981596257,0
Jumbo Storage Bag Skulls,6450,1607,6.19,10.977,7.149,11.459,13.614,3.775,6.833,9.699,7.159,9.407,14.762,5.2,6.621,10.276,8.994692307692306,55.385,9.0,3.152778063031838,0
Jumbo Storage Bag Suki,13654,1634,6.19,8.357,14.129,14.053,14.427,7.571,9.532,8.78,9.118,17.135,10.642,17.198,11.009,9.838,11.676076923076923,93.385,12.0,5.0,0
Scandinavian Paisley Picnic Bag,2724,286,6.19,2.167,10.5,3.167,4.778,4.656,9.867,7.625,5.609,5.655,3.367,2.889,4.6,4.25,5.317692307692307,35.154,7.0,5.0,0
Skull Shoulder Bag,2421,50,6.19,4.029,4.8,4.75,6.25,6.2,5.261,11.32,6.098,4.909,4.0,4.878,8.066,5.947,5.885230769230769,31.769,7.0,3.037840461192242,0
Suki Shoulder Bag,3393,1372,6.19,6.043,9.205,3.64,6.12,4.947,8.5,5.396,6.0,5.156,5.192,5.698,7.378,8.6,6.298076923076922,40.923,7.0,4.313238605940501,0
Red Retrospot Picnic Bag,3987,174,6.19,1.929,5.667,8.773,7.957,6.468,11.009,6.565,6.652,7.213,7.95,5.45,2.647,4.222,6.3463076923076915,42.0,8.0,3.36038684013906,1
Skulls Design Flannel,287,810,6.19,1.962,3.75,1.0,8.333,1.0,6.5,3.286,1.882,0.0,6.5,3.125,3.952,1.556,3.295846153846154,8.667,4.0,3.0082330080432573,0
Strawberries Design Flannel,358,762,6.19,2.045,8.667,12.0,1.333,1.0,2.833,5.667,3.0,0.0,3.556,5.222,3.333,1.143,3.8306923076923076,8.833,4.0,5.0,1
Set Of 6 Heart Chopsticks,813,439,6.19,6.1,6.0,9.895,5.0,6.0,6.4,3.286,1.25,1.0,4.714,5.091,2.103,1.0,4.4491538461538465,12.231,6.0,4.6210625087623765,0
Set Of 6 Strawberry Chopsticks,801,780,6.19,7.071,4.5,16.6,5.0,2.333,6.333,6.222,6.286,1.0,1.0,5.071,2.6,1.111,5.009769230769231,11.154,6.0,4.860126669157016,0
Pack Of 12 Skull Tissues,5275,1612,6.19,9.912,21.619,10.545,135.833,19.5,14.0,18.111,14.105,13.154,13.217,16.833,7.514,3.25,22.891769230769228,18.385,25.0,4.880294762081048,0
Pack Of 60 Mushroom Cake Cases,5230,838,6.19,11.36,21.414,12.704,18.0,7.824,9.324,24.088,5.808,22.667,11.457,11.971,5.44,5.75,12.908230769230768,31.385,13.0,1.8012449209449666,0
Pack Of 60 Pink Paisley Cake Cases,24854,6,6.19,28.262,14.596,24.444,27.804,32.519,50.062,22.803,35.203,41.945,30.973,20.314,14.667,7.581,27.0133076923077,68.923,28.0,4.967237000041807,0
Pack Of 12 Red Retrospot Tissues,6723,1641,6.19,13.783,22.81,35.107,14.583,25.56,40.704,17.714,22.4,11.75,19.735,37.783,9.314,11.25,21.730230769230772,23.308,24.0,4.250100253126553,0
Pack Of 12 Woodland Tissues,5482,1693,6.19,13.897,30.143,52.0,55.0,19.091,36.3,6.667,14.95,17.579,15.879,8.48,6.475,4.25,21.593153846153847,21.308,21.0,4.2010178182988245,0
Pack Of 12 Suki Tissues,7612,891,6.19,13.341,21.444,120.833,15.577,56.478,32.038,12.556,10.0,13.138,12.182,10.645,14.03,6.211,26.036384615384613,28.615,22.0,4.918367753680767,1
Pack Of 12 Blue Paisley Tissues,2301,1762,6.19,14.353,25.143,17.429,13.667,14.636,11.8,11.4,18.2,14.75,23.0,25.643,7.696,5.6,15.639769230769229,12.0,15.0,4.4078556446649495,1
Pack Of 12 Pink Paisley Tissues,3509,1197,6.19,10.64,4.818,53.5,47.5,16.875,17.1,14.188,15.474,14.375,16.9,11.087,5.071,4.556,17.852615384615383,16.846,17.0,4.055428995531576,0
Pack Of 12 Pink Polkadot Tissues,4067,1105,6.19,8.143,21.2,122.417,15.385,23.562,13.583,12.417,17.0,20.783,11.955,17.294,6.261,4.857,22.681307692307694,14.692,23.0,4.537279980434737,0
Pack Of 20 Skull Paper Napkins,2412,1314,6.19,11.923,6.375,11.633,10.292,6.818,4.2,7.167,4.213,11.562,6.296,4.225,8.042,3.714,7.420000000000001,26.308,7.0,5.0,0
Modern Floral Stationery Set,1679,1711,6.19,2.955,3.08,1.444,1.4,2.875,2.0,9.194,5.4,2.833,4.297,5.362,4.649,4.75,3.8645384615384613,28.923,5.0,4.29243356854684,1
Floral Folk Stationery Set,1943,1549,6.19,2.72,3.615,1.867,1.864,2.8,3.056,6.657,6.244,3.892,4.533,4.643,5.056,5.583,4.0407692307692304,33.308,5.0,3.7752374774705695,1
Rainy Ladies Birthday Card,2430,1837,6.19,12.615,12.552,20.5,29.286,9.062,17.778,7.952,8.222,10.0,9.615,11.643,7.519,3.889,12.356384615384616,16.615,12.0,3.339879444724929,0
Ring Of Roses Birthday Card,1847,429,6.19,22.5,17.429,16.2,9.375,10.643,12.2,29.545,10.067,8.8,8.625,28.556,6.412,6.0,14.334769230769233,10.231,14.0,3.644098256939292,0
Banquet Birthday Card,1656,1348,6.19,7.429,8.444,14.5,5.091,9.562,12.45,11.2,11.0,15.167,13.0,8.308,7.944,4.0,9.853461538461541,12.462,11.0,5.0,0
Tea Party Birthday Card,4392,1848,6.19,6.059,11.75,9.742,15.188,9.774,11.923,9.739,10.795,12.889,15.029,23.826,12.231,10.182,12.24053846153846,28.385,13.0,4.05851842925983,0
Penny Farthing Birthday Card,3054,751,6.19,11.667,12.389,12.0,15.636,11.875,9.462,13.152,8.731,11.769,11.033,12.286,13.097,5.857,11.458,20.385,12.0,5.0,0
Spaceboy Birthday Card,8185,1834,6.19,11.645,16.698,25.697,19.73,16.182,15.783,13.225,9.436,15.471,14.589,21.769,10.4,19.158,16.137153846153847,40.846,16.0,3.844754553467153,0
Botanical Lavender Birthday Card,504,1310,6.19,8.0,5.348,6.5,9.75,3.75,6.5,5.5,5.75,12.0,8.667,12.0,6.375,6.5,7.4338461538461535,6.231,7.0,3.2535671587373955,0
Robot Birthday Card,3977,551,6.19,6.316,8.5,9.524,18.2,8.704,14.286,11.071,10.054,12.941,11.933,13.562,8.703,17.706,11.653846153846152,27.615,12.0,5.0,0
Pink Doughnut Trinket Pot,1735,836,6.19,6.621,6.0,4.64,7.083,6.308,5.105,7.0,6.267,3.5,4.062,2.808,6.175,21.526,6.6996153846153845,20.462,7.0,4.185603722766532,1
Christmas Pudding Trinket Pot,6763,505,6.19,6.857,1.667,0.0,1.0,0.0,0.0,1.0,3.167,5.714,39.242,51.036,17.15,25.571,11.723384615384616,26.5,28.0,5.0,0
Black Pirate Treasure Chest,531,1049,6.19,1.643,2.5,1.429,2.167,12.667,1.857,2.0,2.933,1.0,2.933,5.429,2.545,9.0,3.700230769230769,11.462,4.0,2.8603726321571283,0
Small Red Retrospot Mug In Box,949,579,6.19,5.75,3.6,1.5,2.429,3.0,6.0,13.5,4.2,12.429,5.4,4.615,24.212,1.6,6.787307692307692,9.462,11.0,5.0,1
Small White Retrospot Mug In Box,730,1550,6.19,2.3,2.333,1.333,4.0,3.857,1.0,4.0,1.0,2.667,6.857,3.538,31.64,1.8,5.101923076923077,7.231,12.0,4.870567740285283,0
6 Ribbons Shimmering Pinks,1403,1102,6.19,18.389,12.707,3.0,4.417,4.0,3.0,1.0,1.0,3.818,2.85,3.0,2.724,8.857,5.289384615384615,15.538,6.0,4.862203500768998,0
6 Ribbons Elegant Christmas,1800,1341,6.19,13.156,4.0,4.0,1.0,1.0,1.75,1.0,0.0,15.222,12.25,3.3,5.476,13.375,5.809923076923076,17.167,8.0,3.909757458067555,0
6 Ribbons Empire,1260,578,6.19,3.762,2.375,7.333,7.25,8.444,1.833,4.0,4.429,5.929,3.697,4.517,3.477,13.577,5.432538461538462,17.462,6.0,3.051416410345688,0
Paper Chain Kit Retrospot,4667,1083,6.19,7.554,6.667,7.257,10.9,7.844,7.0,8.188,7.944,6.319,9.38,6.468,7.593,5.485,7.584538461538462,47.615,8.0,2.0342616954932,1
Paper Chain Kit Skulls,548,1186,6.19,4.0,4.667,3.75,13.0,8.143,3.0,6.5,1.929,11.667,6.375,3.0,4.667,2.2,5.6075384615384625,7.538,6.0,4.438210106465431,1
Empire Tissue Box,1991,608,6.19,2.143,13.714,1.0,3.2,6.182,24.0,1.5,15.588,18.588,7.143,21.091,8.6,1.571,9.563076923076922,13.308,13.0,3.8903420580350567,0
Caravan Square Tissue Box,1446,281,6.19,2.636,13.714,1.2,5.667,3.0,2.0,2.5,11.158,10.8,13.308,16.333,4.63,2.0,6.842,12.692,10.0,5.0,0
Mirror Mosaic Candle Plate,288,858,6.19,1.4,2.0,1.0,1.5,1.5,18.857,4.333,5.0,2.0,5.167,4.375,2.0,3.667,4.061461538461538,4.538,6.0,5.0,1
Mirror Mosaic Hurricane Lamp,349,1644,6.19,1.286,1.25,1.0,2.333,3.0,5.333,4.0,1.333,4.667,8.0,46.375,2.0,2.25,6.371307692307692,3.769,11.0,4.939308035846445,0
Pizza Plate In Box,594,1377,6.19,2.844,2.889,2.667,1.5,3.25,4.0,2.0,2.0,1.833,2.074,2.84,3.857,6.182,2.9181538461538454,14.462,4.0,1.9409076855102196,1
Ping! Microwave Plate,152,567,6.04,2.364,5.667,1.0,1.5,1.0,2.0,1.0,0.0,4.0,1.833,1.667,1.929,3.727,2.1297692307692304,5.25,3.0,2.395261050317957,1
Full English Breakfast Plate,1643,1298,6.04,4.961,5.778,7.417,3.1,7.222,14.5,3.882,4.308,2.812,6.667,4.5,3.776,6.111,5.771846153846154,23.615,6.0,5.0,0
Bird House Hot Water Bottle,1173,56,6.04,7.564,4.243,2.778,1.9,2.5,1.0,2.25,2.25,5.182,3.435,3.045,3.337,5.048,3.4255384615384625,22.308,4.0,5.0,1
Scottie Dog Hot Water Bottle,4666,463,6.19,5.914,5.5,6.412,1.444,2.2,6.818,6.5,14.889,4.143,10.573,3.693,5.266,6.629,6.152384615384616,61.385,7.0,4.06546370371613,1
Metal Sign His Dinner Is Served,575,381,6.19,4.75,4.167,7.25,1.167,1.8,1.286,1.714,5.053,7.615,4.85,2.917,3.207,1.857,3.664076923076924,11.462,4.0,2.813855962670191,0
Noel Wooden Block Letters,353,1322,6.19,1.9,4.667,1.0,0.0,1.0,0.0,25.0,6.5,4.25,2.267,2.125,2.231,1.125,4.005000000000001,12.364,3.0,5.0,0
Set Of 2 Tea Towels Ping Microwave,150,500,6.19,1.714,1.167,1.0,1.0,1.0,0.0,1.2,1.8,1.5,1.429,1.455,1.4,4.833,1.4998461538461538,6.417,2.0,4.239073757477981,0
Party Cones Candy Decoration,1194,1282,6.19,15.0,18.0,20.571,40.8,17.0,42.0,6.2,9.0,4.25,2.556,4.765,15.526,3.143,15.293153846153844,7.769,12.0,4.547725122992718,0
Mini Ladle Love Heart Red,890,1560,6.19,3.1,6.194,2.875,2.556,3.375,4.0,1.417,7.455,3.0,1.0,4.364,2.069,34.778,5.8602307692307685,12.615,6.0,5.0,0
Assorted Colours Silk Fan,23826,1016,6.19,8.708,56.321,75.333,79.59,47.951,63.297,47.8,65.127,31.711,16.793,34.861,14.381,6.9,42.213307692307694,40.231,49.0,5.0,0
Sandalwood Fan,2091,1496,6.19,4.0,9.0,1.833,3.2,5.5,43.214,21.364,18.846,9.556,7.625,14.889,9.591,7.833,12.034692307692309,11.462,15.0,5.0,1
Ice Cream Design Garden Parasol,240,1830,6.19,0.0,0.0,4.0,3.5,1.556,4.85,5.455,2.75,1.222,1.333,1.0,1.0,1.0,2.1281538461538463,6.545,4.0,3.5415308734208573,0
Cartoon Pencil Sharpeners,3821,1210,6.19,2.0,0.0,80.0,40.5,82.5,5.0,110.545,37.0,80.0,120.0,45.75,40.357,21.0,51.12707692307693,5.333,64.0,4.092037811688577,1
Rattle Snake Eggs,815,1166,6.19,22.667,9.857,24.0,0.0,1.0,1.0,3.6,2.75,1.333,3.0,7.667,4.185,6.562,6.740076923076923,8.667,6.0,3.5849284914595128,0
Recycled Pencil With Rabbit Eraser,3104,1428,6.19,9.625,19.909,57.0,16.833,7.385,26.222,6.818,57.4,23.625,10.333,16.5,7.125,6.222,20.38438461538461,13.077,20.0,3.5162428368020997,1
Sleeping Cat Erasers,4994,451,6.19,19.219,24.429,12.5,23.333,15.077,16.882,12.857,15.417,19.0,16.65,14.65,15.729,13.118,16.835461538461537,22.923,17.0,3.7706367810670143,1
Porcelain Budah Incense Holder,1525,1705,6.19,51.0,54.0,100.0,60.0,200.0,1.0,40.6,1.0,12.0,100.0,51.25,34.0,1.5,54.33461538461539,2.615,45.0,2.8991967479028817,1
Fairy Dreams Incense,1264,1754,6.19,4.75,14.625,15.143,13.4,5.667,11.4,10.875,11.333,12.875,14.7,22.625,13.5,6.0,12.068692307692308,7.769,14.0,4.351973309363597,1
Economy Luggage Tag,159,928,6.19,2.0,1.909,2.0,2.667,4.667,0.0,3.167,4.5,2.25,2.5,1.25,1.692,3.5,2.4693846153846155,5.417,3.0,5.0,0
Red Retrospot Purse,461,1076,6.19,2.077,3.0,3.889,2.533,3.583,3.625,3.167,2.409,3.6,7.75,3.0,1.0,1.5,3.1640769230769235,12.0,4.0,4.223875001480663,0
Disco Ball Christmas Decoration,12979,300,6.19,69.741,15.6,13.25,33.571,18.333,22.0,46.7,29.636,106.0,29.091,57.683,66.682,74.9,44.86053846153846,17.077,57.0,4.180181603026737,0
Red Retrospot Shopper Bag,4787,1085,6.19,9.516,12.077,14.917,10.361,6.618,7.194,9.952,5.13,8.275,4.84,5.843,7.014,11.536,8.713307692307692,45.077,9.0,3.181512681480412,1
Woodland Charlotte Bag,13310,1155,6.19,20.115,14.723,17.058,22.013,14.625,17.81,18.35,9.872,17.145,16.132,12.35,10.088,19.222,16.11561538461539,66.0,16.0,4.785226786409847,0
Strawberry Charlotte Bag,9798,298,6.19,10.0,11.366,14.5,15.984,12.018,13.082,12.513,10.077,16.985,19.317,9.775,12.822,17.85,13.560692307692308,57.077,14.0,5.0,0
Red Retrospot Charlotte Bag,17771,198,6.19,12.847,15.222,20.293,19.987,12.926,14.819,20.605,12.202,21.686,15.744,14.849,17.266,27.323,17.366846153846154,82.154,18.0,3.594904868196605,0
Mini Ladle Love Heart Pink,568,377,6.19,2.875,4.63,2.667,1.417,4.375,3.786,1.556,2.5,2.0,4.0,4.3,2.5,3.4,3.0773846153846156,13.846,4.0,3.353344307528276,0
Christmas Craft Tree Top Angel,2804,1316,6.19,4.043,1.833,0.0,1.0,1.0,1.0,1.0,7.933,10.364,5.967,7.808,5.855,3.833,3.9719999999999995,39.417,7.0,3.065130261333646,0
3 Stripey Mice Feltcraft,3030,225,7.24,5.32,3.5,7.433,6.879,5.375,5.935,12.84,5.133,11.481,6.8,5.22,4.576,6.111,6.66176923076923,37.154,7.0,5.0,1
Angel Decoration Stars On Dress,2653,1766,7.24,13.083,1.0,0.0,0.0,0.0,0.0,3.333,2.0,41.714,24.25,22.136,20.366,14.048,10.917692307692306,15.667,21.0,3.6228583073214766,0
Angel Decoration 3 Buttons,3749,1955,7.24,33.03,3.333,4.667,0.0,2.0,0.0,27.25,6.0,40.5,22.556,23.565,17.532,13.722,14.935000000000002,15.636,20.0,3.876872770221512,1
Star Decoration Rustic,2454,1599,7.24,16.957,2.0,1.0,2.0,2.0,1.0,3.4,3.75,39.0,22.25,19.92,16.273,11.133,10.821769230769233,11.692,17.0,4.327992040420301,0
Heart Decoration With Pearls,2198,1133,7.24,5.25,9.259,9.167,4.429,6.722,6.091,6.875,9.812,16.389,11.235,9.737,6.575,7.909,8.419230769230769,21.231,9.0,4.2864107058134335,0
Heart String Memo Holder Hanging,875,782,7.24,3.25,1.778,1.0,1.0,1.0,1.0,2.0,1.667,3.5,7.769,8.344,9.952,5.556,3.6781538461538457,9.692,8.0,3.3102601649313828,0
Diamante Heart Shaped Wall Mirror,415,1854,7.24,1.929,1.438,1.333,1.091,1.083,3.0,1.375,3.75,3.2,1.364,1.308,1.294,12.312,2.6520769230769234,11.385,3.0,4.720498053249356,0
Oval Wall Mirror Diamante,238,15,7.24,1.375,1.533,1.214,1.333,1.786,2.5,1.312,1.118,1.833,1.25,1.571,1.312,1.0,1.472076923076923,12.462,2.0,5.0,0
Metal 4 Hook Hanger French Chateau,2446,1657,7.24,4.275,3.712,5.019,6.163,0.0,6.609,4.75,3.703,6.717,3.25,4.644,8.149,3.087,4.621384615384615,42.167,6.0,4.865097403476514,0
Photo Cube,3239,1139,6.19,21.75,5.125,10.125,8.812,5.0,5.533,5.938,11.478,3.929,7.065,6.552,6.902,5.733,7.995538461538461,25.462,8.0,5.0,1
Victorian Glass Hanging T-Light,24304,1115,6.19,19.288,23.742,20.015,21.855,21.473,23.286,22.213,21.36,28.184,18.84,43.13,16.734,23.302,23.340153846153843,82.462,24.0,4.166854211879918,0
Red Star Card Holder,848,1434,7.24,4.778,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.667,11.789,5.511,5.577,3.5,2.909384615384615,15.4,6.0,2.521270280831704,0
Local Cafe Mug,676,1160,7.24,4.633,6.083,24.5,1.0,1.333,6.167,1.857,10.6,2.0,9.167,2.2,3.438,10.071,6.3883846153846156,9.0,7.0,1.5141123416189584,0
Red Diner Wall Clock,1403,957,7.24,2.136,1.607,2.194,2.3,2.025,2.545,2.614,3.688,2.632,5.333,3.617,3.135,4.0,2.909692307692308,36.308,4.0,2.7854171741956453,0
Large Heart Measuring Spoons,1979,1717,7.24,5.545,4.655,4.054,6.958,5.036,8.133,1.941,5.0,4.1,3.9,8.903,5.25,3.538,5.1548461538461545,29.385,6.0,4.926321457945458,0
Small Heart Measuring Spoons,2853,1241,7.24,5.849,5.091,4.37,5.864,6.864,6.0,3.889,3.542,6.35,5.382,11.306,5.986,6.778,5.943923076923078,37.615,6.0,4.600790307757129,0
Frying Pan Red Retrospot,468,1474,7.24,3.19,2.357,2.462,1.778,4.0,2.429,1.286,1.722,2.25,4.778,2.5,2.188,4.947,2.7605384615384616,13.077,3.0,4.092173135076743,1
Wood Stamp Set Happy Birthday,950,176,7.24,2.556,3.6,6.5,5.667,4.667,5.0,11.267,4.393,7.529,8.833,3.588,2.812,10.333,5.9034615384615385,13.769,6.0,4.846630527569833,0
Four Hook White Lovebirds,1615,1330,7.24,3.818,3.388,2.964,3.738,9.324,2.48,3.889,2.44,4.774,2.828,3.688,2.809,5.125,3.9434615384615386,32.154,4.0,3.8283054057892745,0
Lovebird Hanging Decoration White,4138,615,7.24,8.41,6.854,6.565,9.283,7.694,6.292,8.848,4.283,8.892,6.469,4.372,10.719,5.455,7.241230769230769,43.077,8.0,4.239486390838543,0
White Lovebird Lantern,835,1497,7.24,2.526,3.5,5.545,4.7,8.188,6.8,5.706,5.222,3.25,4.0,3.818,5.5,5.167,4.917076923076923,12.923,6.0,5.0,0
Hanging Heart Mirror Decoration,2341,49,7.24,8.7,8.429,8.304,9.6,10.381,7.647,4.75,7.917,5.19,9.389,5.583,6.657,6.9,7.6497692307692295,23.308,8.0,2.923144391053156,0
Felt Egg Cosy Blue Rabbit,552,1913,6.39,3.769,8.667,8.167,8.52,3.611,1.0,1.0,2.5,6.5,1.75,2.0,2.188,2.333,4.000384615384616,8.308,6.0,4.642612124984805,0
Felt Egg Cosy White Rabbit,585,320,7.24,1.5,7.533,9.5,6.419,3.133,1.0,1.0,4.0,12.0,1.667,2.0,1.688,1.6,4.08,9.0,6.0,4.392540494673422,0
